Timezones are UTC,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume DOG,Volume EUSD
1534521600.0,2018-08-17 04-PM,DOGEUSD,0.002413,0.00243,0.0024,0.002422,72859.11,175.41
1534518000.0,2018-08-17 03-PM,DOGEUSD,0.0024,0.002439,0.0024,0.002413,101399.6,244.91
1534514400.0,2018-08-17 02-PM,DOGEUSD,0.00241,0.00242,0.002381,0.0024,26433.16,63.41
1534510800.0,2018-08-17 01-PM,DOGEUSD,0.002423,0.002446,0.00241,0.00241,49737.57,120.42
1534507200.0,2018-08-17 12-PM,DOGEUSD,0.002423,0.002423,0.002401,0.002423,44822.3,108.37
1534503600.0,2018-08-17 11-AM,DOGEUSD,0.002411,0.002425,0.002401,0.002423,32712.84,78.84
1534500000.0,2018-08-17 10-AM,DOGEUSD,0.002425,0.002447,0.002411,0.002411,202715.14,492.36
1534496400.0,2018-08-17 09-AM,DOGEUSD,0.002431,0.002443,0.002411,0.002425,183529.11,446.02
1534492800.0,2018-08-17 08-AM,DOGEUSD,0.00242,0.002431,0.002389,0.002431,117819.82,285.92
1534489200.0,2018-08-17 07-AM,DOGEUSD,0.00238,0.00243,0.002376,0.00242,48696.46,117.31
1534485600.0,2018-08-17 06-AM,DOGEUSD,0.002381,0.002431,0.002375,0.00238,78387.1,188.78
1534482000.0,2018-08-17 05-AM,DOGEUSD,0.002377,0.00241,0.002374,0.002381,155158.99,372.09
1534478400.0,2018-08-17 04-AM,DOGEUSD,0.002399,0.00241,0.002375,0.002377,246463.66,592.51
1534474800.0,2018-08-17 03-AM,DOGEUSD,0.002404,0.002405,0.002372,0.002399,48918.81,117.34
1534471200.0,2018-08-17 02-AM,DOGEUSD,0.002333,0.002405,0.002333,0.002404,6948.95,16.66
1534467600.0,2018-08-17 01-AM,DOGEUSD,0.002376,0.00239,0.002289,0.002333,24713.97,58.03
1534464000.0,2018-08-17 12-AM,DOGEUSD,0.002327,0.002376,0.002228,0.002376,103693.77,242.31
1534460400.0,2018-08-16 11-PM,DOGEUSD,0.00237,0.002382,0.002325,0.002327,10815.06,25.65
1534456800.0,2018-08-16 10-PM,DOGEUSD,0.002349,0.00237,0.002324,0.00237,117469.35,273.87
1534453200.0,2018-08-16 09-PM,DOGEUSD,0.002382,0.002382,0.00233,0.002349,36005.98,84.31
1534449600.0,2018-08-16 08-PM,DOGEUSD,0.0024,0.0024,0.002369,0.002382,93038.79,221.31
1534446000.0,2018-08-16 07-PM,DOGEUSD,0.002381,0.00243,0.002369,0.0024,377929.72,896.72
1534442400.0,2018-08-16 06-PM,DOGEUSD,0.00239,0.002442,0.002369,0.002381,79875.34,190.95
1534438800.0,2018-08-16 05-PM,DOGEUSD,0.002389,0.002443,0.002357,0.00239,67472.84,161.91
1534435200.0,2018-08-16 04-PM,DOGEUSD,0.002358,0.0024,0.002354,0.002389,75767.45,179.55
1534431600.0,2018-08-16 03-PM,DOGEUSD,0.002367,0.002433,0.00235,0.002358,75222.75,178.68
1534428000.0,2018-08-16 02-PM,DOGEUSD,0.002358,0.002448,0.002349,0.002367,135431.97,323.41
1534424400.0,2018-08-16 01-PM,DOGEUSD,0.002349,0.002358,0.002349,0.002358,45486.62,106.86
1534420800.0,2018-08-16 12-PM,DOGEUSD,0.00237,0.002389,0.002349,0.002349,129549.45,306.79
1534417200.0,2018-08-16 11-AM,DOGEUSD,0.00238,0.002448,0.002356,0.00237,100936.54,241.74
1534413600.0,2018-08-16 10-AM,DOGEUSD,0.002373,0.00239,0.002325,0.00238,76654.64,181.95
1534410000.0,2018-08-16 09-AM,DOGEUSD,0.002373,0.002373,0.002328,0.002373,20982.48,49.64
1534406400.0,2018-08-16 08-AM,DOGEUSD,0.002389,0.00239,0.00232,0.002373,157093.99,366.27
1534402800.0,2018-08-16 07-AM,DOGEUSD,0.002339,0.00239,0.002312,0.002389,75450.02,178.72
1534399200.0,2018-08-16 06-AM,DOGEUSD,0.002387,0.002387,0.002323,0.002339,121285.85,286.22
1534395600.0,2018-08-16 05-AM,DOGEUSD,0.002323,0.002388,0.002323,0.002387,27456.26,64.67
1534392000.0,2018-08-16 04-AM,DOGEUSD,0.002345,0.002397,0.002319,0.002323,122190.28,287.22
1534388400.0,2018-08-16 03-AM,DOGEUSD,0.002366,0.002412,0.002341,0.002345,63131.64,150.47
1534384800.0,2018-08-16 02-AM,DOGEUSD,0.002369,0.002369,0.002321,0.002366,47511.81,112.31
1534381200.0,2018-08-16 01-AM,DOGEUSD,0.002359,0.002369,0.002333,0.002369,35913.52,84.64
1534377600.0,2018-08-16 12-AM,DOGEUSD,0.002424,0.002424,0.002331,0.002359,28679.07,67.59
1534374000.0,2018-08-15 11-PM,DOGEUSD,0.00243,0.00243,0.002321,0.002424,246051.74,582.47
1534370400.0,2018-08-15 10-PM,DOGEUSD,0.0024,0.002436,0.0024,0.00243,128026.47,310.12
1534366800.0,2018-08-15 09-PM,DOGEUSD,0.002391,0.0024,0.002381,0.0024,92745.9,222.56
1534363200.0,2018-08-15 08-PM,DOGEUSD,0.0024,0.002427,0.002381,0.002391,143223.23,344.08
1534359600.0,2018-08-15 07-PM,DOGEUSD,0.002429,0.00245,0.0024,0.0024,153133.28,370.44
1534356000.0,2018-08-15 06-PM,DOGEUSD,0.002451,0.002475,0.002429,0.002429,202289.62,494.81
1534352400.0,2018-08-15 05-PM,DOGEUSD,0.002448,0.002476,0.002448,0.002451,283843.61,701.0
1534348800.0,2018-08-15 04-PM,DOGEUSD,0.002428,0.002459,0.002401,0.002448,801923.81,1951.49
1534345200.0,2018-08-15 03-PM,DOGEUSD,0.002418,0.002448,0.002418,0.002428,243909.15,592.81
1534341600.0,2018-08-15 02-PM,DOGEUSD,0.0024,0.00243,0.0024,0.002418,499854.64,1212.25
1534338000.0,2018-08-15 01-PM,DOGEUSD,0.002419,0.002419,0.0024,0.0024,61226.48,147.16
1534334400.0,2018-08-15 12-PM,DOGEUSD,0.002419,0.002435,0.0024,0.002419,137841.85,332.83
1534330800.0,2018-08-15 11-AM,DOGEUSD,0.002419,0.002449,0.002419,0.002419,174758.17,424.68
1534327200.0,2018-08-15 10-AM,DOGEUSD,0.002428,0.002449,0.0024,0.002419,698254.07,1684.4
1534323600.0,2018-08-15 09-AM,DOGEUSD,0.002425,0.002449,0.00241,0.002428,307919.17,752.09
1534320000.0,2018-08-15 08-AM,DOGEUSD,0.00241,0.002425,0.00241,0.002425,98663.53,238.13
1534316400.0,2018-08-15 07-AM,DOGEUSD,0.0024,0.002415,0.0024,0.00241,525485.48,1267.06
1534312800.0,2018-08-15 06-AM,DOGEUSD,0.00239,0.0025,0.002361,0.0024,697765.11,1685.92
1534309200.0,2018-08-15 05-AM,DOGEUSD,0.002388,0.002408,0.002388,0.00239,147852.27,353.31
1534305600.0,2018-08-15 04-AM,DOGEUSD,0.002381,0.002407,0.002378,0.002388,302440.67,720.58
1534302000.0,2018-08-15 03-AM,DOGEUSD,0.002391,0.002408,0.002371,0.002381,226072.6,538.75
1534298400.0,2018-08-15 02-AM,DOGEUSD,0.002374,0.002464,0.002374,0.002391,1306528.18,3163.9
1534294800.0,2018-08-15 01-AM,DOGEUSD,0.002342,0.002374,0.002319,0.002374,18615.11,43.76
1534291200.0,2018-08-15 12-AM,DOGEUSD,0.002331,0.002374,0.002331,0.002342,36297.11,85.29
1534287600.0,2018-08-14 11-PM,DOGEUSD,0.002319,0.002374,0.002297,0.002331,16390.37,38.42
1534284000.0,2018-08-14 10-PM,DOGEUSD,0.002299,0.002319,0.002262,0.002319,46110.73,106.02
1534280400.0,2018-08-14 09-PM,DOGEUSD,0.002196,0.0023,0.002196,0.002299,480703.07,1082.0
1534276800.0,2018-08-14 08-PM,DOGEUSD,0.002235,0.002292,0.002136,0.002196,1204874.67,2679.98
1534273200.0,2018-08-14 07-PM,DOGEUSD,0.002204,0.002274,0.002204,0.002235,169142.86,378.86
1534269600.0,2018-08-14 06-PM,DOGEUSD,0.002204,0.002247,0.002203,0.002204,223348.66,494.98
1534266000.0,2018-08-14 05-PM,DOGEUSD,0.002248,0.00225,0.002191,0.002204,703835.81,1559.05
1534262400.0,2018-08-14 04-PM,DOGEUSD,0.002248,0.002248,0.002221,0.002248,241411.96,538.44
1534258800.0,2018-08-14 03-PM,DOGEUSD,0.002248,0.002274,0.002222,0.002248,275029.07,616.46
1534255200.0,2018-08-14 02-PM,DOGEUSD,0.002303,0.002318,0.002248,0.002248,292287.76,665.82
1534251600.0,2018-08-14 01-PM,DOGEUSD,0.002289,0.002319,0.002268,0.002303,143230.68,329.15
1534248000.0,2018-08-14 12-PM,DOGEUSD,0.002248,0.002289,0.002233,0.002289,218569.36,493.52
1534244400.0,2018-08-14 11-AM,DOGEUSD,0.002287,0.002288,0.002233,0.002248,546662.05,1234.02
1534240800.0,2018-08-14 10-AM,DOGEUSD,0.0023,0.0023,0.002282,0.002287,493009.38,1129.04
1534237200.0,2018-08-14 09-AM,DOGEUSD,0.002285,0.002319,0.002276,0.0023,998545.17,2295.43
1534233600.0,2018-08-14 08-AM,DOGEUSD,0.00231,0.002329,0.002285,0.002285,532221.5,1221.06
1534230000.0,2018-08-14 07-AM,DOGEUSD,0.002287,0.002312,0.002285,0.00231,219484.41,504.06
1534226400.0,2018-08-14 06-AM,DOGEUSD,0.002309,0.002313,0.002287,0.002287,308425.08,706.7
1534222800.0,2018-08-14 05-AM,DOGEUSD,0.002302,0.002309,0.002285,0.002309,346309.9,794.49
1534219200.0,2018-08-14 04-AM,DOGEUSD,0.00228,0.00231,0.00225,0.002302,585239.43,1341.23
1534215600.0,2018-08-14 03-AM,DOGEUSD,0.002262,0.00232,0.002262,0.00228,85917.73,196.78
1534212000.0,2018-08-14 02-AM,DOGEUSD,0.002421,0.002421,0.002262,0.002262,515988.95,1193.93
1534208400.0,2018-08-14 01-AM,DOGEUSD,0.00244,0.002449,0.002421,0.002421,437104.37,1069.67
1534204800.0,2018-08-14 12-AM,DOGEUSD,0.002485,0.002485,0.002429,0.00244,636287.13,1552.64
1534201200.0,2018-08-13 11-PM,DOGEUSD,0.00244,0.002495,0.00244,0.002485,871149.29,2128.5
1534197600.0,2018-08-13 10-PM,DOGEUSD,0.00244,0.002496,0.002428,0.00244,313709.77,777.63
1534194000.0,2018-08-13 09-PM,DOGEUSD,0.00245,0.002466,0.0024,0.00244,59916.93,145.9
1534190400.0,2018-08-13 08-PM,DOGEUSD,0.002455,0.002455,0.002419,0.00245,45189.65,109.81
1534186800.0,2018-08-13 07-PM,DOGEUSD,0.002462,0.002492,0.00241,0.002455,266719.84,649.83
1534183200.0,2018-08-13 06-PM,DOGEUSD,0.002493,0.00252,0.002461,0.002462,227179.38,560.78
1534179600.0,2018-08-13 05-PM,DOGEUSD,0.002527,0.00255,0.002468,0.002493,595284.82,1491.54
1534176000.0,2018-08-13 04-PM,DOGEUSD,0.002552,0.002552,0.00251,0.002527,157619.24,398.4
1534172400.0,2018-08-13 03-PM,DOGEUSD,0.002647,0.002647,0.002538,0.002552,410003.99,1052.6
1534168800.0,2018-08-13 02-PM,DOGEUSD,0.002625,0.00265,0.00259,0.002647,65262.81,171.31
1534165200.0,2018-08-13 01-PM,DOGEUSD,0.002618,0.002625,0.00259,0.002625,40809.6,106.64
1534161600.0,2018-08-13 12-PM,DOGEUSD,0.00259,0.002618,0.00259,0.002618,72501.96,189.3
1534158000.0,2018-08-13 11-AM,DOGEUSD,0.002618,0.002618,0.002587,0.00259,37355.3,97.45
1534154400.0,2018-08-13 10-AM,DOGEUSD,0.002565,0.002618,0.002565,0.002618,51617.96,134.22
1534150800.0,2018-08-13 09-AM,DOGEUSD,0.002618,0.002618,0.002551,0.002565,169981.58,440.81
1534147200.0,2018-08-13 08-AM,DOGEUSD,0.002597,0.002618,0.002585,0.002618,141811.94,368.26
1534143600.0,2018-08-13 07-AM,DOGEUSD,0.002599,0.002599,0.002568,0.002597,32023.04,82.94
1534140000.0,2018-08-13 06-AM,DOGEUSD,0.002575,0.002599,0.002551,0.002599,49678.84,127.67
1534136400.0,2018-08-13 05-AM,DOGEUSD,0.00261,0.00261,0.002575,0.002575,107736.09,277.79
1534132800.0,2018-08-13 04-AM,DOGEUSD,0.002583,0.00261,0.002576,0.00261,10834.85,28.15
1534129200.0,2018-08-13 03-AM,DOGEUSD,0.00262,0.00262,0.002551,0.002583,137456.46,356.53
1534125600.0,2018-08-13 02-AM,DOGEUSD,0.00259,0.00262,0.00258,0.00262,53195.03,138.71
1534122000.0,2018-08-13 01-AM,DOGEUSD,0.002575,0.002608,0.002575,0.00259,21033.91,54.35
1534118400.0,2018-08-13 12-AM,DOGEUSD,0.002575,0.002619,0.002575,0.002575,16011.85,41.24
1534114800.0,2018-08-12 11-PM,DOGEUSD,0.002589,0.00264,0.002561,0.002575,67159.6,173.96
1534111200.0,2018-08-12 10-PM,DOGEUSD,0.002588,0.00264,0.002588,0.002589,27236.3,70.57
1534107600.0,2018-08-12 09-PM,DOGEUSD,0.002561,0.002589,0.002561,0.002588,53701.76,138.2
1534104000.0,2018-08-12 08-PM,DOGEUSD,0.00262,0.00262,0.00256,0.002561,87744.39,227.17
1534100400.0,2018-08-12 07-PM,DOGEUSD,0.00257,0.0027,0.00254,0.00262,302098.35,795.3
1534096800.0,2018-08-12 06-PM,DOGEUSD,0.00257,0.00257,0.002539,0.00257,97884.54,250.83
1534093200.0,2018-08-12 05-PM,DOGEUSD,0.00257,0.002624,0.00257,0.00257,123666.28,318.35
