Timezones are UTC,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume DOG,Volume EUSD
1534978800.0,2018-08-22 11-PM,DOGEUSD,0.002432,0.002432,0.002432,0.002432,0.0,0.0
1534975200.0,2018-08-22 10-PM,DOGEUSD,0.002475,0.002475,0.002432,0.002432,76361.37,186.88
1534971600.0,2018-08-22 09-PM,DOGEUSD,0.002456,0.002476,0.002431,0.002475,53096.17,130.47
1534968000.0,2018-08-22 08-PM,DOGEUSD,0.002442,0.002488,0.00244,0.002456,63464.03,155.92
1534964400.0,2018-08-22 07-PM,DOGEUSD,0.002452,0.00249,0.002441,0.002442,92514.0,226.82
1534960800.0,2018-08-22 06-PM,DOGEUSD,0.002484,0.002512,0.002452,0.002452,139920.53,349.44
1534957200.0,2018-08-22 05-PM,DOGEUSD,0.002481,0.002484,0.002455,0.002484,49588.49,123.15
1534953600.0,2018-08-22 04-PM,DOGEUSD,0.002513,0.002515,0.00245,0.002481,69056.9,170.32
1534950000.0,2018-08-22 03-PM,DOGEUSD,0.002511,0.002539,0.00249,0.002513,53313.05,134.24
1534946400.0,2018-08-22 02-PM,DOGEUSD,0.002539,0.002541,0.00251,0.002511,184360.49,467.6
1534942800.0,2018-08-22 01-PM,DOGEUSD,0.002492,0.00255,0.002466,0.002539,86792.57,219.04
1534939200.0,2018-08-22 12-PM,DOGEUSD,0.002513,0.002513,0.002452,0.002492,41389.83,103.02
1534935600.0,2018-08-22 11-AM,DOGEUSD,0.002512,0.002522,0.002452,0.002513,117278.69,293.98
1534932000.0,2018-08-22 10-AM,DOGEUSD,0.002494,0.002512,0.002472,0.002512,41469.32,103.77
1534928400.0,2018-08-22 09-AM,DOGEUSD,0.002484,0.002522,0.002469,0.002494,140883.62,350.51
1534924800.0,2018-08-22 08-AM,DOGEUSD,0.002485,0.002505,0.002468,0.002484,59703.91,148.17
1534921200.0,2018-08-22 07-AM,DOGEUSD,0.002484,0.002508,0.002484,0.002485,17404.56,43.4
1534917600.0,2018-08-22 06-AM,DOGEUSD,0.002486,0.002509,0.002483,0.002484,3554.09,8.86
1534914000.0,2018-08-22 05-AM,DOGEUSD,0.002512,0.002512,0.002482,0.002486,20122.97,50.07
1534910400.0,2018-08-22 04-AM,DOGEUSD,0.002505,0.002522,0.002452,0.002512,95311.94,238.7
1534906800.0,2018-08-22 03-AM,DOGEUSD,0.002465,0.00252,0.002465,0.002505,37508.0,94.0
1534903200.0,2018-08-22 02-AM,DOGEUSD,0.002505,0.002505,0.002431,0.002465,115500.88,287.32
1534899600.0,2018-08-22 01-AM,DOGEUSD,0.002452,0.002505,0.002452,0.002505,430730.24,1075.48
1534896000.0,2018-08-22 12-AM,DOGEUSD,0.002442,0.00248,0.002442,0.002452,7115.48,17.58
1534892400.0,2018-08-21 11-PM,DOGEUSD,0.002477,0.00248,0.002431,0.002442,97047.32,237.24
1534888800.0,2018-08-21 10-PM,DOGEUSD,0.002477,0.00248,0.002443,0.002477,34365.58,84.6
1534885200.0,2018-08-21 09-PM,DOGEUSD,0.002446,0.002477,0.002446,0.002477,15187.75,37.47
1534881600.0,2018-08-21 08-PM,DOGEUSD,0.002475,0.002475,0.002445,0.002446,7069.6,17.34
1534878000.0,2018-08-21 07-PM,DOGEUSD,0.002447,0.002476,0.002445,0.002475,5088.86,12.45
1534874400.0,2018-08-21 06-PM,DOGEUSD,0.002467,0.002484,0.002443,0.002447,34288.58,84.17
1534870800.0,2018-08-21 05-PM,DOGEUSD,0.00247,0.002487,0.002443,0.002467,89412.82,219.21
1534867200.0,2018-08-21 04-PM,DOGEUSD,0.002487,0.002487,0.002435,0.00247,156533.17,385.43
1534863600.0,2018-08-21 03-PM,DOGEUSD,0.00247,0.002487,0.002445,0.002487,26558.89,65.54
1534860000.0,2018-08-21 02-PM,DOGEUSD,0.00245,0.002485,0.002449,0.00247,69241.36,171.79
1534856400.0,2018-08-21 01-PM,DOGEUSD,0.002476,0.002487,0.00244,0.00245,220278.75,539.11
1534852800.0,2018-08-21 12-PM,DOGEUSD,0.002487,0.002487,0.002476,0.002476,65138.85,161.36
1534849200.0,2018-08-21 11-AM,DOGEUSD,0.00248,0.002488,0.002475,0.002487,64271.87,159.52
1534845600.0,2018-08-21 10-AM,DOGEUSD,0.002474,0.00248,0.002426,0.00248,166971.48,412.57
1534842000.0,2018-08-21 09-AM,DOGEUSD,0.002447,0.002475,0.002431,0.002474,26864.05,65.98
1534838400.0,2018-08-21 08-AM,DOGEUSD,0.002448,0.00248,0.002447,0.002447,29446.54,72.79
1534834800.0,2018-08-21 07-AM,DOGEUSD,0.002455,0.002474,0.002448,0.002448,33880.7,83.49
1534831200.0,2018-08-21 06-AM,DOGEUSD,0.002425,0.002455,0.002424,0.002455,17458.72,42.76
1534827600.0,2018-08-21 05-AM,DOGEUSD,0.002449,0.00245,0.002425,0.002425,27976.18,68.24
1534824000.0,2018-08-21 04-AM,DOGEUSD,0.00245,0.00245,0.002424,0.002449,89125.66,216.32
1534820400.0,2018-08-21 03-AM,DOGEUSD,0.002454,0.002454,0.002421,0.00245,55882.08,135.92
1534816800.0,2018-08-21 02-AM,DOGEUSD,0.002458,0.002473,0.00242,0.002454,119784.38,291.68
1534813200.0,2018-08-21 01-AM,DOGEUSD,0.002446,0.002458,0.002434,0.002458,54104.16,132.42
1534809600.0,2018-08-21 12-AM,DOGEUSD,0.002446,0.002446,0.002422,0.002446,95047.68,232.14
1534806000.0,2018-08-20 11-PM,DOGEUSD,0.002452,0.002456,0.002421,0.002446,300370.93,730.42
1534802400.0,2018-08-20 10-PM,DOGEUSD,0.002455,0.002455,0.00244,0.002452,74579.04,182.32
1534798800.0,2018-08-20 09-PM,DOGEUSD,0.002474,0.002474,0.002454,0.002455,65910.31,163.06
1534795200.0,2018-08-20 08-PM,DOGEUSD,0.002451,0.002474,0.002445,0.002474,21713.35,53.46
1534791600.0,2018-08-20 07-PM,DOGEUSD,0.002446,0.002474,0.002446,0.002451,426651.08,1046.01
1534788000.0,2018-08-20 06-PM,DOGEUSD,0.002454,0.002474,0.002445,0.002446,18236.06,44.8
1534784400.0,2018-08-20 05-PM,DOGEUSD,0.002474,0.002474,0.00242,0.002454,133522.55,326.44
1534780800.0,2018-08-20 04-PM,DOGEUSD,0.002445,0.002488,0.00243,0.002474,212834.09,522.19
1534777200.0,2018-08-20 03-PM,DOGEUSD,0.002446,0.002489,0.002433,0.002445,101032.6,249.02
1534773600.0,2018-08-20 02-PM,DOGEUSD,0.00244,0.002446,0.002424,0.002446,59248.62,144.09
1534770000.0,2018-08-20 01-PM,DOGEUSD,0.00248,0.002483,0.002427,0.00244,104693.32,255.77
1534766400.0,2018-08-20 12-PM,DOGEUSD,0.002484,0.002484,0.002439,0.00248,32925.12,81.59
1534762800.0,2018-08-20 11-AM,DOGEUSD,0.002478,0.002484,0.002438,0.002484,72804.42,179.92
1534759200.0,2018-08-20 10-AM,DOGEUSD,0.00246,0.002485,0.00242,0.002478,161687.47,396.8
1534755600.0,2018-08-20 09-AM,DOGEUSD,0.002467,0.002487,0.0024,0.00246,213779.14,526.15
1534752000.0,2018-08-20 08-AM,DOGEUSD,0.002488,0.002488,0.002455,0.002467,27567.07,68.36
1534748400.0,2018-08-20 07-AM,DOGEUSD,0.002492,0.002506,0.002488,0.002488,24779.78,61.71
1534744800.0,2018-08-20 06-AM,DOGEUSD,0.002479,0.002501,0.002479,0.002492,30415.94,75.95
1534741200.0,2018-08-20 05-AM,DOGEUSD,0.00249,0.002501,0.002479,0.002479,161191.6,401.71
1534737600.0,2018-08-20 04-AM,DOGEUSD,0.00252,0.002537,0.00249,0.00249,154616.38,387.01
1534734000.0,2018-08-20 03-AM,DOGEUSD,0.002503,0.002538,0.00249,0.00252,39433.07,99.01
1534730400.0,2018-08-20 02-AM,DOGEUSD,0.002521,0.002541,0.002484,0.002503,62296.09,155.46
1534726800.0,2018-08-20 01-AM,DOGEUSD,0.002546,0.002546,0.002512,0.002521,9163.0,23.1
1534723200.0,2018-08-20 12-AM,DOGEUSD,0.002506,0.002546,0.0025,0.002546,90212.25,228.06
1534719600.0,2018-08-19 11-PM,DOGEUSD,0.00256,0.00256,0.002486,0.002506,394042.17,992.08
1534716000.0,2018-08-19 10-PM,DOGEUSD,0.002459,0.002659,0.00245,0.00256,1382862.57,3546.49
1534712400.0,2018-08-19 09-PM,DOGEUSD,0.002457,0.002523,0.002455,0.002459,56447.68,140.06
1534708800.0,2018-08-19 08-PM,DOGEUSD,0.00249,0.002507,0.002457,0.002457,93384.92,232.33
1534705200.0,2018-08-19 07-PM,DOGEUSD,0.00246,0.002502,0.00245,0.00249,266770.18,661.51
1534701600.0,2018-08-19 06-PM,DOGEUSD,0.00246,0.00246,0.00245,0.00246,61709.99,151.31
1534698000.0,2018-08-19 05-PM,DOGEUSD,0.002437,0.002461,0.002433,0.00246,44377.48,108.42
1534694400.0,2018-08-19 04-PM,DOGEUSD,0.002438,0.002439,0.002435,0.002437,21779.24,53.09
1534690800.0,2018-08-19 03-PM,DOGEUSD,0.00249,0.00249,0.002437,0.002438,59597.06,145.78
1534687200.0,2018-08-19 02-PM,DOGEUSD,0.002482,0.00249,0.002461,0.00249,60402.53,148.82
1534683600.0,2018-08-19 01-PM,DOGEUSD,0.00246,0.002482,0.002433,0.002482,21062.99,51.7
1534680000.0,2018-08-19 12-PM,DOGEUSD,0.00246,0.002472,0.00246,0.00246,33641.55,82.82
1534676400.0,2018-08-19 11-AM,DOGEUSD,0.002449,0.00246,0.002421,0.00246,22455.39,54.97
1534672800.0,2018-08-19 10-AM,DOGEUSD,0.002445,0.00245,0.00242,0.002449,13530.35,32.96
1534669200.0,2018-08-19 09-AM,DOGEUSD,0.002423,0.002445,0.00242,0.002445,150366.93,366.21
1534665600.0,2018-08-19 08-AM,DOGEUSD,0.002416,0.002438,0.002411,0.002423,65537.79,158.8
1534662000.0,2018-08-19 07-AM,DOGEUSD,0.00242,0.002425,0.00241,0.002416,67793.97,163.52
1534658400.0,2018-08-19 06-AM,DOGEUSD,0.002435,0.002435,0.002394,0.00242,128232.44,309.01
1534654800.0,2018-08-19 05-AM,DOGEUSD,0.002444,0.002444,0.0024,0.002435,66260.75,159.64
1534651200.0,2018-08-19 04-AM,DOGEUSD,0.00242,0.002445,0.002416,0.002444,10814.87,26.25
1534647600.0,2018-08-19 03-AM,DOGEUSD,0.00244,0.00244,0.00242,0.00242,59432.2,144.58
1534644000.0,2018-08-19 02-AM,DOGEUSD,0.002442,0.002469,0.00243,0.00244,38055.89,93.39
1534640400.0,2018-08-19 01-AM,DOGEUSD,0.002417,0.002447,0.002417,0.002442,66481.64,161.43
1534636800.0,2018-08-19 12-AM,DOGEUSD,0.002432,0.00245,0.002413,0.002417,161714.96,392.11
1534633200.0,2018-08-18 11-PM,DOGEUSD,0.002432,0.002432,0.002413,0.002432,384422.75,932.63
1534629600.0,2018-08-18 10-PM,DOGEUSD,0.002432,0.002432,0.002401,0.002432,421453.65,1024.71
1534626000.0,2018-08-18 09-PM,DOGEUSD,0.00241,0.002432,0.002399,0.002432,206952.43,502.77
1534622400.0,2018-08-18 08-PM,DOGEUSD,0.00243,0.00243,0.0024,0.00241,56727.56,136.81
1534618800.0,2018-08-18 07-PM,DOGEUSD,0.00243,0.00243,0.00241,0.00243,60638.14,147.28
1534615200.0,2018-08-18 06-PM,DOGEUSD,0.002409,0.00243,0.002392,0.00243,20451.07,49.33
1534611600.0,2018-08-18 05-PM,DOGEUSD,0.002434,0.002434,0.002391,0.002409,91462.21,219.85
1534608000.0,2018-08-18 04-PM,DOGEUSD,0.00244,0.002451,0.0024,0.002434,100785.31,245.67
1534604400.0,2018-08-18 03-PM,DOGEUSD,0.002432,0.00244,0.00241,0.00244,150863.72,365.66
1534600800.0,2018-08-18 02-PM,DOGEUSD,0.002457,0.002514,0.002422,0.002432,76168.71,188.18
1534597200.0,2018-08-18 01-PM,DOGEUSD,0.002491,0.002541,0.002457,0.002457,210615.88,521.37
1534593600.0,2018-08-18 12-PM,DOGEUSD,0.002555,0.002571,0.002491,0.002491,161920.44,405.31
1534590000.0,2018-08-18 11-AM,DOGEUSD,0.002579,0.002579,0.002502,0.002555,44717.3,112.8
1534586400.0,2018-08-18 10-AM,DOGEUSD,0.002503,0.002591,0.002503,0.002579,54404.86,139.18
1534582800.0,2018-08-18 09-AM,DOGEUSD,0.002501,0.002531,0.002501,0.002503,18725.21,47.27
1534579200.0,2018-08-18 08-AM,DOGEUSD,0.002539,0.002539,0.0025,0.002501,12636.83,31.82
1534575600.0,2018-08-18 07-AM,DOGEUSD,0.00254,0.00254,0.0025,0.002539,104292.4,262.58
1534572000.0,2018-08-18 06-AM,DOGEUSD,0.002532,0.002573,0.002532,0.00254,311397.74,794.19
1534568400.0,2018-08-18 05-AM,DOGEUSD,0.002531,0.002574,0.00253,0.002532,222866.21,572.05
1534564800.0,2018-08-18 04-AM,DOGEUSD,0.002514,0.002573,0.002514,0.002531,261317.82,658.35
1534561200.0,2018-08-18 03-AM,DOGEUSD,0.002556,0.002573,0.002512,0.002514,230773.19,588.97
1534557600.0,2018-08-18 02-AM,DOGEUSD,0.00253,0.002556,0.00253,0.002556,99716.85,254.51
1534554000.0,2018-08-18 01-AM,DOGEUSD,0.002539,0.00255,0.002512,0.00253,22623.97,57.35
1534550400.0,2018-08-18 12-AM,DOGEUSD,0.002528,0.002539,0.0025,0.002539,25903.26,65.48
1534546800.0,2018-08-17 11-PM,DOGEUSD,0.0025,0.002529,0.002478,0.002528,81038.65,203.14
1534543200.0,2018-08-17 10-PM,DOGEUSD,0.002451,0.0025,0.002451,0.0025,384494.12,959.11
1534539600.0,2018-08-17 09-PM,DOGEUSD,0.00246,0.002461,0.002436,0.002451,68483.75,168.07
1534536000.0,2018-08-17 08-PM,DOGEUSD,0.002459,0.00246,0.002434,0.00246,13898.24,34.13
1534532400.0,2018-08-17 07-PM,DOGEUSD,0.002449,0.00246,0.002434,0.002459,84255.67,206.28
1534528800.0,2018-08-17 06-PM,DOGEUSD,0.002447,0.002449,0.002423,0.002449,451341.57,1103.47
1534525200.0,2018-08-17 05-PM,DOGEUSD,0.002422,0.002447,0.00242,0.002447,549856.54,1333.33
